views_final,views3s_1k,impressions_1k,like_1k,comments_1k,views3s_5k,impressions_5k,like_5k,comments_5k
978,466,960,4,0,656,4968,9,0
2498,316,1045,14,0,408,4961,18,0
2269,82,959,8,0,135,4964,14,0
3481,415,1035,12,0,611,4980,27,1
272,139,966,8,1,179,4992,10,1
420,74,1017,1,0,114,4986,2,0
364,72,997,9,0,105,5028,14,0
188,93,1001,4,0,153,4978,7,0
4839,275,974,5,0,438,4975,7,0
2897,309,970,35,1,495,4951,55,3
823,417,1014,10,0,581,5033,13,0
1015,80,1012,4,0,155,4964,7,0
218,111,1038,6,0,174,4953,6,0
484,167,1000,7,0,324,5035,14,1
1528,165,985,6,0,328,4999,13,0
10267,626,1030,53,3,946,4987,89,5
3896,354,1037,36,1,518,4972,47,2
7280,260,1015,1,0,423,5008,8,0
796,523,964,24,0,647,5039,17,0
852,169,1045,23,2,230,5024,33,3
1171,568,988,12,1,763,4977,17,1
627,77,1019,1,0,97,5015,1,0
1035,152,950,4,0,265,4957,4,0
2123,223,972,10,0,356,4978,15,1
1225,513,988,12,0,909,4960,20,0
1669,293,1006,10,0,481,4967,22,0
1237,146,1030,10,0,236,5004,15,1
1822,296,983,10,0,505,4999,15,0
1396,225,990,10,0,375,4963,18,1
147,72,1042,3,0,124,5023,5,0
5388,659,1022,47,0,863,5048,53,0
208,82,962,1,0,155,4958,0,0
1010,429,1019,76,6,838,5048,164,12
1044,462,955,24,1,728,4960,40,2
611,403,1033,30,0,526,5012,47,1
1315,463,1001,7,0,834,5025,14,0
485,255,952,6,0,404,5016,14,0
4236,166,1030,2,0,282,5002,9,0
340,197,1012,9,0,283,4988,16,1
350,138,998,4,0,221,5027,10,0
192,103,1025,14,0,147,5005,23,0
1183,134,996,5,0,226,4977,7,0
2326,359,1004,24,0,653,5024,44,1
583,382,1013,8,0,515,4988,18,0
1212,146,1014,9,0,199,4974,12,0
631,262,1030,26,0,420,4970,43,0
1232,627,1016,29,0,860,4959,40,1
2052,387,1039,27,3,474,4992,33,4
535,241,964,18,0,462,4964,37,0
1670,279,1049,12,1,377,5032,16,1
554,81,981,1,0,129,4997,1,0
800,435,1045,45,4,658,5035,71,8
308,169,1017,1,0,205,4970,1,0
871,133,967,6,0,204,5009,13,0
652,263,1032,21,1,446,5045,36,3
564,305,992,5,0,495,4999,12,0
1049,618,984,31,0,908,4972,44,0
3373,425,1027,14,0,719,4962,10,0
7905,412,1007,35,4,737,5018,67,7
324,163,982,8,0,281,4953,19,2
3163,280,963,9,0,458,5041,16,0
3391,450,983,24,0,541,5027,32,0
2621,102,1010,22,0,138,5021,31,1
753,123,953,5,0,209,4958,9,0
5806,508,1037,11,0,856,4984,32,0
1078,523,1008,119,0,671,4970,158,1
371,126,978,4,0,233,5007,8,0
521,359,1032,36,0,495,4967,46,0
3925,513,955,6,0,670,5046,21,1
1160,237,1046,13,0,313,5021,18,0
575,271,998,33,0,451,5030,59,0
1908,260,989,33,0,324,4992,37,0
588,259,1032,1,0,494,5044,0,0
1081,383,1014,6,0,682,5047,5,0
661,441,1018,53,1,586,4955,75,2
1556,323,976,49,10,464,5035,68,15
1103,85,1029,2,0,140,5027,2,0
233,132,955,3,0,206,5016,4,0
618,289,962,23,1,489,4961,39,2
602,308,1013,27,0,528,5049,52,1
637,250,1011,16,0,420,4961,27,0
12139,809,1048,45,1,1252,5015,87,3
443,91,968,2,0,118,4951,4,0
240,106,1025,7,0,174,4964,10,0
638,317,1029,21,0,577,4972,49,2
3322,324,992,21,3,518,4978,42,7
588,81,1023,8,0,154,5030,15,0
258,149,1038,6,0,202,5045,11,0
453,181,969,18,1,351,4956,41,4
1548,693,1044,44,1,1260,5043,90,2
19518,625,1017,93,0,1067,4977,160,0
1501,190,993,12,0,299,4963,20,0
4637,539,972,15,0,1019,4993,19,0
252,166,951,8,0,233,4979,15,0
424,229,971,3,0,330,5030,7,0
6493,628,1006,18,0,1004,4981,26,0
211,27,1021,1,0,52,5019,1,0
685,277,956,43,0,552,5037,78,0
3493,363,1027,34,4,669,4955,59,8
1551,109,1005,3,0,131,4976,4,0
524,167,1016,28,4,319,5031,56,9
1944,79,965,0,0,133,5037,2,0
723,318,1032,29,0,580,4973,58,0
775,371,1000,16,1,550,4983,31,2
226,123,1031,1,0,164,4989,2,0
86,43,1029,2,0,58,4996,3,0
214,77,1021,2,0,139,5028,4,0
980,482,1046,88,3,797,5024,135,5
123,70,961,4,0,103,5035,7,0
2251,369,1002,10,0,523,4973,11,0
370,194,1024,6,0,328,5014,9,0
814,581,954,8,0,722,4967,8,0
1915,390,976,34,1,499,4993,52,2
2253,354,961,33,0,489,5025,42,0
15518,680,966,4,0,957,5006,6,0
605,341,955,18,0,448,4977,23,0
5619,211,1046,3,0,420,5020,5,0
258,120,954,4,0,162,4972,7,0
910,431,1006,49,2,626,5034,62,3
199,69,977,7,0,129,4983,15,0
956,539,1027,30,2,883,4960,51,5
6450,620,1018,11,0,1236,5035,24,0
1374,244,1008,5,0,372,4984,12,0
655,402,982,4,0,567,5042,12,0
273,139,1011,6,0,169,4991,7,0
419,207,999,11,0,331,4977,11,0
11916,555,968,9,0,1044,5031,18,1
599,320,1035,47,2,481,5027,71,3
842,512,1018,92,10,654,5031,114,13
1599,307,1015,33,0,439,5041,49,1
3208,195,1043,13,0,300,4973,22,0
677,327,996,34,1,472,4957,49,1
2397,375,988,32,1,614,5002,54,2
3443,497,1017,18,0,974,5021,48,2
384,279,982,13,0,364,4953,23,0
2141,409,962,19,0,587,5040,23,0
628,271,1033,14,0,515,5049,32,1
9168,508,1003,74,2,671,4954,96,2
629,365,956,59,3,539,5046,82,5
443,285,1028,36,4,367,4998,49,5
219,129,1036,7,0,206,5047,9,0
2281,351,963,24,3,610,4979,32,5
676,381,1036,2,0,631,5021,3,0
3192,239,968,23,0,404,5012,37,1
503,258,1003,14,0,477,4996,27,0
424,174,1042,6,0,322,4975,12,1
2195,254,969,5,0,495,5006,13,0
1078,637,978,31,0,784,4986,26,0
754,262,973,10,0,475,5047,17,0
2028,253,1031,14,0,452,4956,18,0
108,58,1012,3,0,90,4989,5,0
670,224,1023,18,0,418,5041,38,0
639,213,1006,12,0,424,4988,23,0
765,406,957,30,0,514,5011,35,0
2770,273,1039,11,0,398,5041,13,0
973,189,1011,6,0,286,5027,13,0
1094,339,978,40,5,674,5002,87,13
4318,533,1023,53,1,1065,4953,115,3
129,71,966,4,0,91,5031,6,0
1115,127,1015,3,0,166,4974,4,0
752,255,955,21,2,490,4956,51,6
320,152,1007,1,0,303,4977,5,0
238,129,1018,5,0,179,5018,6,0
332,146,977,7,0,219,5016,7,0
359,162,1011,2,0,290,5044,0,0
1080,450,990,17,1,843,4969,29,2
654,96,1018,4,0,183,5032,9,0
946,352,1031,17,0,690,4960,40,0
795,146,1039,2,0,223,5016,3,0
418,248,1033,7,0,313,5036,5,0
1095,245,990,12,0,311,4956,11,0
1758,171,998,13,0,303,4972,23,1
2344,382,1040,49,0,632,5010,82,0
1034,491,998,17,0,868,5020,10,0
206,64,1025,2,0,125,4983,4,0
1811,189,1020,4,0,253,4968,7,1
1775,761,952,98,0,1359,5007,178,0
857,124,959,8,0,220,4958,15,0
110,47,1047,2,0,82,4997,3,0
7468,593,1038,25,0,1179,5031,55,0
804,172,984,8,0,240,4990,10,0
496,230,1029,5,0,382,4997,14,0
370,50,951,2,0,77,4994,4,0
560,267,973,24,0,438,4974,40,1
2288,231,1023,5,0,336,5027,7,0
2822,379,987,27,0,588,4974,41,0
17,11,971,0,0,16,4968,1,0
232,101,975,2,0,155,4988,6,0
348,186,992,24,3,288,5028,37,5
5705,434,1004,51,3,692,5029,86,6
775,300,988,38,0,586,4976,87,1
4044,146,1040,14,0,221,5023,22,0
2966,291,978,37,0,401,5012,46,0
1115,522,969,61,0,882,5017,110,1
842,292,1040,2,0,508,4968,0,0
2541,191,990,10,1,370,4977,17,2
4507,660,1003,28,0,1063,5034,45,0
465,248,969,6,0,433,5027,11,0
520,234,968,9,0,459,4982,23,0
118,86,1033,10,0,108,4959,15,0
730,289,1048,4,0,492,5032,8,1
933,390,1015,22,1,613,4979,37,1
2983,323,979,6,0,507,4971,13,0
740,119,1002,1,0,189,4952,0,0
2566,377,983,24,0,685,5031,39,1
2044,259,971,10,1,430,5024,15,1
868,326,1016,7,0,591,4997,12,0
705,391,955,6,0,622,4951,4,0
507,190,1028,6,0,343,5025,10,0
1534,232,976,23,2,383,5003,40,4
2327,287,959,41,1,522,4955,77,4
558,275,1022,26,0,392,4989,35,0
218,115,1046,4,0,185,5042,6,0
3081,279,1045,4,0,548,5043,0,0
1062,189,997,6,0,265,4951,9,0
502,200,1019,1,0,372,5022,4,0
193,83,1008,1,0,120,4951,1,0
919,82,1049,4,0,124,5042,5,0
394,159,1008,22,1,272,5046,39,2
247,112,951,6,0,182,5023,11,0
627,231,978,18,0,436,5047,32,0
6861,366,1017,31,6,696,5004,51,10
552,35,1014,2,0,52,5021,4,0
553,85,1032,6,0,135,5009,10,0
1852,117,975,11,1,202,5046,18,2
3953,236,1038,9,0,323,4955,14,0
7243,496,959,14,0,827,4968,13,0
2276,265,1002,18,0,428,5045,30,0
250,87,1028,4,0,158,4976,9,0
1407,466,1008,7,0,909,4950,17,1
663,217,971,12,0,413,4982,23,0
509,204,1000,4,0,359,4989,6,1
765,309,997,27,1,548,4981,46,2
1405,666,970,17,0,1079,5018,42,0
276,180,971,3,0,235,4966,3,0
1333,83,1049,8,0,155,4957,15,1
2713,337,1047,11,0,671,5006,10,0
646,299,979,12,1,392,4991,23,2
344,141,974,22,1,247,5047,38,2
5877,513,977,57,1,757,4958,87,2
394,139,1014,0,0,267,5036,6,0
551,329,994,15,0,436,4984,18,0
685,101,1017,1,0,134,5020,1,0
874,346,956,52,1,607,5028,94,2
5345,828,998,21,3,1280,5002,37,6
160,77,958,12,0,105,5003,19,0
3985,441,985,27,0,736,5033,48,0
1906,360,1032,30,7,509,4974,46,10
1521,257,950,25,0,308,5016,31,1
1272,641,959,55,0,973,5011,75,0
6764,283,985,10,0,541,5004,12,0
434,196,1022,5,0,276,4995,10,0
444,283,995,15,0,380,4973,17,0
642,204,981,9,0,402,5047,21,0
714,402,981,39,0,501,4995,49,0
4234,262,955,61,2,361,4971,84,4
288,69,997,1,0,83,4960,1,0
480,231,987,14,0,421,4997,22,0
535,213,966,11,0,414,4957,24,1
2752,92,1023,16,0,146,4988,25,0
1437,547,976,14,0,989,4984,26,0
4520,222,1003,4,0,421,4998,13,0
638,362,999,24,0,473,4995,34,0
1596,558,984,36,0,977,4987,60,0
728,104,1034,2,0,205,4957,5,0
427,256,974,34,2,386,5003,49,2
1476,238,977,12,0,408,4986,17,0
608,283,964,5,0,378,5040,9,0
340,173,953,5,0,249,5041,4,0
794,319,1042,16,2,570,4989,31,4
12311,473,1022,26,0,796,4983,59,1
754,284,976,5,0,541,5045,16,1
928,291,975,4,0,575,5028,1,0
1078,438,968,46,3,677,4966,85,5
403,249,1041,9,0,362,4982,16,1
1283,171,966,20,0,336,4996,36,0
8665,442,992,23,0,699,5001,26,0
578,217,990,23,1,393,5029,39,2
4868,206,991,5,0,374,5042,9,0
342,168,999,12,0,286,4958,23,0
291,137,1033,9,0,219,4982,14,1
167,75,989,5,0,106,5009,7,0
865,155,988,1,0,240,5042,3,0
2940,358,972,18,1,443,5026,19,1
1436,216,1045,12,0,389,4970,22,0
3476,192,1001,21,2,253,5007,30,3
894,42,996,1,0,72,5034,1,0
1957,88,1012,1,0,175,5018,4,0
882,90,1046,2,0,170,4959,5,0
2271,433,1018,10,0,528,4955,7,0
3519,367,992,21,1,546,4962,42,2
341,217,997,42,1,319,5014,64,2
1235,164,983,22,3,274,4969,37,5
3152,591,989,84,0,738,5006,105,0
1269,180,1024,5,0,358,4995,7,0
2400,340,1010,19,0,452,4957,26,0
102,16,999,0,0,27,4959,0,0
4779,516,1016,51,9,984,5022,110,22
631,76,1011,1,0,147,5016,4,0
469,92,1007,1,0,135,4960,3,0
4670,308,982,3,0,464,4961,3,0
1910,412,1024,56,2,557,4959,77,3
4094,639,965,79,3,809,4974,89,4
361,186,1031,32,0,322,4998,57,1
944,434,1043,30,0,739,4998,48,0
3336,140,997,7,0,264,5038,11,0
3391,343,959,21,0,458,4960,36,0
1217,590,1031,36,0,736,5011,49,0
3119,383,987,15,0,679,4985,19,0
1149,445,968,52,0,749,4988,95,1
458,181,985,25,0,352,5002,44,0
395,204,1008,19,0,329,5039,29,0
453,202,1012,11,0,317,5027,19,0
700,276,1026,40,6,480,5005,70,10
4386,606,995,46,0,870,4950,61,0
253,77,952,3,0,152,5005,7,0
3262,126,1023,3,0,206,4953,5,0
2980,462,1014,24,1,783,4979,43,1
787,358,1040,15,1,634,4961,29,2
1065,499,957,18,1,754,4984,37,3
1523,90,1000,7,0,108,5026,9,0
582,218,1030,7,0,403,5001,14,1
117,73,1022,5,0,95,4980,7,0
1707,220,955,30,0,267,5036,32,0
2222,355,1038,19,0,556,5017,38,0
705,271,988,3,0,491,5001,8,0
806,155,1009,6,0,235,5029,17,0
569,339,977,31,0,493,4956,47,0
410,180,1046,6,0,354,4971,14,0
722,430,1003,17,0,598,5042,15,0
5891,699,986,5,0,1311,5024,0,0
5128,456,958,12,0,774,5005,21,0
8292,600,1031,38,0,938,5046,56,0
6782,332,1005,35,0,620,5007,76,0
6074,362,1008,56,9,450,5042,71,11
508,240,1034,7,0,399,5013,12,0
363,246,951,16,0,335,4961,24,1
479,244,1010,43,2,418,4956,73,3
703,456,1007,6,0,604,5004,12,0
2159,235,1009,13,0,348,5011,14,0
231,117,989,5,0,195,5039,12,0
952,212,985,27,0,277,5022,37,0
607,265,986,30,0,465,5047,56,0
10456,767,1028,42,0,1486,5026,74,1
1543,214,1041,3,0,406,5004,9,0
362,187,967,25,3,294,4985,37,4
1148,646,1047,20,0,837,5038,22,0
234,155,1012,0,0,218,4973,2,0
215,157,971,23,0,189,4993,28,0
5106,448,960,61,0,742,4966,93,0
326,171,1007,9,0,231,4951,11,0
1452,456,1006,11,0,908,4962,18,0
1649,309,1026,18,1,448,4980,24,2
590,219,953,15,0,357,5042,30,0
1059,584,1035,15,0,754,4977,14,0
290,173,956,8,0,254,5009,10,0
812,433,1010,27,3,764,4976,39,4
96,51,1003,3,0,86,4964,5,0
1943,240,1037,27,0,370,5044,43,0
463,163,1017,14,0,291,5028,27,1
741,393,1041,12,0,533,4982,26,0
347,176,1028,5,1,222,4969,2,0
373,153,950,6,0,286,4991,8,0
384,154,1004,1,0,248,4961,0,0
1082,96,952,12,0,156,5022,18,0
154,59,1027,1,0,96,4972,0,0
1304,129,987,7,0,244,5021,13,0
6526,352,950,8,0,651,5045,27,0
532,238,987,17,0,459,4963,37,0
1269,644,1034,13,1,1167,5040,13,1
257,169,978,23,1,237,4974,32,2
744,342,954,3,0,487,5026,4,0
664,119,1023,6,0,172,5034,10,0
1202,712,1041,115,0,1066,4980,172,1
446,209,970,35,4,392,5003,65,8
241,102,1020,8,0,202,4954,19,1
365,224,1016,2,0,312,4962,2,0
528,286,996,11,0,499,4977,17,0
908,429,1033,60,6,683,4992,106,12
3052,409,1032,36,2,737,5038,66,3
181,34,984,2,0,47,5048,3,0
1152,762,1017,93,15,1073,4996,148,25
219,123,1018,4,0,168,5020,6,0
697,305,950,25,0,524,4987,40,1
4714,583,1017,59,7,815,5045,87,10
257,113,961,1,0,189,5016,0,0
2708,483,1009,39,0,743,5011,78,1
885,368,976,12,1,709,4988,14,1
408,271,1005,8,1,365,4986,11,2
637,253,972,7,0,463,5035,15,0
258,122,974,10,0,221,4957,14,0
1849,106,970,9,0,166,5030,13,0
3236,475,1010,11,0,724,5001,30,2
183,81,1012,9,0,146,5040,18,1
230,106,1001,8,0,178,4982,17,1
4406,401,1037,50,0,598,5030,72,0
1213,59,974,2,0,117,4991,7,0
1961,292,1004,13,0,395,5025,21,0
3354,221,995,13,0,305,4976,18,1
345,184,981,29,1,294,4957,48,2
3888,407,1004,5,0,715,4972,12,0
86,41,1045,2,0,73,5013,4,0
3868,145,954,1,0,270,5042,0,0
10273,563,985,20,2,961,4969,43,6
8782,502,998,11,0,934,4965,0,0
566,102,1007,0,0,136,4966,0,0
1449,153,988,4,0,271,5029,3,0
309,155,1029,6,0,204,4968,12,1
536,203,1046,0,0,392,4957,16,2
4042,182,1034,13,0,270,4987,25,0
1425,243,1010,27,0,358,4987,44,0
1225,445,958,36,0,759,5002,54,0
1178,205,955,17,0,341,5042,24,0
2025,424,984,8,0,513,5049,11,1
244,154,988,10,0,203,5039,12,0
3229,438,971,17,0,725,4980,21,0
4936,312,990,4,0,520,4993,6,0
183,80,954,5,0,153,5009,7,0
171,80,991,0,0,155,5025,0,0
138,76,1036,6,0,124,4966,9,0
2101,310,1030,11,0,551,5028,23,1
294,191,1025,3,0,252,5022,1,0
302,149,1036,5,0,200,4988,6,0
464,204,1029,9,0,313,4991,13,1
554,318,1016,11,0,394,4997,16,0
485,272,979,14,1,414,4961,23,2
776,266,1006,9,0,487,5045,15,0
13780,459,1035,14,0,756,5038,27,0
3706,592,1022,17,0,886,4967,15,0
693,448,978,33,1,555,5028,36,1
522,206,986,4,0,356,5045,7,0
244,166,1036,8,0,214,4955,13,0
187,36,962,0,0,54,4992,1,0
2124,366,981,14,0,597,4984,11,0
501,79,995,1,0,105,5047,2,0
2856,610,972,1,0,774,5003,3,0
1086,213,994,3,0,322,5011,6,0
8450,457,966,19,1,769,5018,25,1
1127,198,1034,18,0,300,5031,36,0
21107,580,1015,19,0,1100,4965,29,0
319,49,955,1,0,62,4957,2,0
380,192,967,6,0,349,5038,19,0
1330,672,1043,50,2,1046,5045,76,3
334,190,971,9,0,283,5039,13,0
812,510,982,2,0,673,5035,9,0
998,59,979,3,0,85,4980,4,0
1593,230,1030,2,0,432,4959,5,0
950,440,981,31,1,734,5005,42,2
1788,247,991,17,1,370,5025,23,1
414,208,1027,4,0,350,5041,8,0
4036,392,959,55,0,559,5019,76,0
249,165,985,5,0,235,4969,5,0
3395,170,983,8,0,317,4954,13,0
1133,206,1022,18,0,286,4972,24,0
141,66,977,1,0,127,4958,3,0
1716,156,960,5,0,228,5007,8,0
596,228,1027,6,0,385,5008,12,1
413,277,988,30,2,348,5042,34,2
637,303,996,11,0,429,5029,12,0
405,165,968,8,0,306,5003,12,1
2732,157,964,2,0,289,4995,2,0
1962,393,977,29,1,534,4971,36,1
1293,239,973,14,0,385,5013,17,0
283,133,1021,7,0,225,4957,15,0
920,134,958,15,2,230,4969,27,4
1002,554,996,26,0,859,5000,34,0
1832,259,982,27,2,361,5027,37,3
653,54,1011,1,0,92,4988,2,0
4360,158,1046,7,0,262,4986,12,0
515,303,968,20,0,408,4999,24,0
1095,245,1016,20,0,310,4983,29,0
6789,226,1023,30,0,426,5024,58,0
1073,633,989,45,2,960,4982,68,3
3571,530,996,7,0,1049,4980,31,1
1200,488,1014,54,6,772,5003,103,13
6194,264,978,4,0,392,4993,7,0
478,225,999,18,1,298,4983,26,2
125,61,1047,1,0,114,5020,1,0
50,11,962,0,0,13,5011,1,0
357,157,950,2,0,285,4972,8,0
686,361,983,43,1,577,4995,57,1
648,229,1042,3,0,416,5005,0,0
226,146,997,5,0,206,4956,12,0
1112,551,1026,61,2,877,5038,89,2
557,246,997,24,1,477,5010,49,3
3903,406,998,13,0,637,4952,23,0
170,86,1013,10,0,115,4987,15,0
232,77,1010,5,0,142,5033,11,0
1546,185,978,22,2,232,4983,30,3
2783,356,988,11,0,522,4993,16,0
1143,215,1037,2,0,335,4979,2,0
6802,301,975,9,0,514,4966,10,0
3231,482,966,7,0,802,5008,4,0
1612,273,1020,12,1,393,4959,15,1
6109,600,962,35,0,1116,5048,59,1
265,118,1018,3,0,166,5033,5,0
266,136,975,5,0,218,4967,8,0
1661,300,998,10,0,402,4994,8,0
897,475,1016,17,0,805,5040,22,1
964,520,956,90,6,647,5008,115,8
280,170,1007,7,0,264,5011,7,0
5657,492,998,56,3,661,5008,76,4
1849,129,1002,7,0,205,4998,10,0
941,619,1014,13,1,846,5049,17,2
970,75,1011,3,0,137,5012,8,0
747,509,966,30,0,622,5036,34,0
431,228,992,11,0,296,4981,14,0
1261,396,974,9,0,775,4959,9,0
111,56,952,1,0,91,4960,2,0
1508,239,1028,24,0,399,5019,33,0
2437,348,978,22,0,473,5011,28,0
3314,392,981,21,0,679,4996,34,0
233,138,975,10,0,212,4983,17,1
1737,106,965,7,0,175,5049,13,0
120,90,974,3,0,113,4966,3,0
2222,92,1003,8,0,113,5003,11,0
62,46,977,8,0,55,5025,11,0
1060,362,1022,26,1,718,5034,49,2
447,280,1005,2,0,385,4989,6,0
3238,218,1014,33,2,341,4968,51,3
2696,108,1042,10,0,186,5016,17,0
4425,502,1035,2,0,770,5031,0,0
2111,257,1029,6,0,364,5002,12,0
630,339,990,20,0,425,5013,27,0
2009,260,1000,13,0,414,5032,15,0
2657,316,1020,24,0,605,4996,49,1
218,150,1027,0,0,207,4955,1,0
638,218,978,3,0,420,4965,7,0
1005,404,1032,11,0,744,5021,1,0
3750,219,968,2,0,314,4967,2,0
969,294,1015,5,0,585,5001,0,0
617,278,990,10,0,371,4997,17,0
186,79,994,2,0,148,4992,6,0
739,131,964,3,0,183,4988,4,0
402,291,952,17,0,365,4998,27,1
297,28,960,3,0,39,4961,4,0
2231,388,1002,30,3,477,4959,42,5
974,445,995,35,1,876,5020,69,2
1725,613,979,83,3,1177,5004,153,5
2903,472,1006,2,0,802,4950,18,0
53,23,967,1,0,41,4998,2,0
537,234,1000,4,0,420,4985,9,0
5423,278,997,8,0,397,4970,9,0
3093,337,1015,18,1,459,4986,23,2
300,113,1045,11,0,204,4973,17,0
4543,329,957,42,0,424,5004,50,0
123,65,971,4,0,86,4974,4,0
636,234,955,17,1,427,4956,38,2
96,47,1025,1,0,72,5030,1,0
1620,231,1006,1,0,293,5042,2,0
299,151,985,21,0,283,5043,36,0
296,167,1028,6,0,207,5020,11,0
676,330,1041,21,0,552,5046,29,0
7184,622,1006,8,0,915,5020,29,0
2800,267,998,11,0,508,4973,27,0
1185,57,994,2,0,91,4960,4,0
2341,237,1031,13,0,372,5022,22,0
1161,197,1015,17,0,322,4961,27,0
354,155,1026,15,0,299,4984,27,0
1965,166,994,8,0,246,5012,14,0
2550,158,1028,10,1,271,5017,19,2
5565,455,969,22,0,631,5049,28,0
513,276,1013,10,1,485,5041,30,4
693,89,1042,1,0,175,5006,1,0
2654,530,1042,57,3,777,4962,82,4
565,228,1016,25,0,442,4972,40,1
24055,702,1032,27,0,1356,5032,51,0
1463,837,952,31,1,1317,4988,78,3
318,201,1003,12,0,248,5037,16,0
369,226,1027,13,0,293,5029,19,0
567,213,1013,15,1,392,5046,27,2
440,190,989,6,0,342,4961,13,0
930,197,1008,13,0,263,4983,21,0
638,264,1004,29,0,440,5020,55,0
592,303,1011,6,0,552,5024,8,0
905,109,953,6,0,190,4980,12,1
121,60,1009,4,0,91,5042,7,0
425,67,1024,4,0,126,5011,8,0
1471,199,1044,21,0,353,4962,37,0
1335,175,1045,19,2,256,4980,27,2
522,315,1040,44,1,392,4951,55,1
131,55,979,0,0,82,4964,1,0
862,364,951,68,6,552,5006,103,9
3365,235,1011,11,0,347,5024,19,0
440,176,998,7,0,323,4983,17,1
141,64,958,1,0,118,5017,3,0
1073,420,1041,24,0,781,5024,49,0
163,33,980,1,0,46,4978,2,0
1009,186,1047,12,0,231,5015,18,0
262,155,1010,10,1,205,4965,10,1
577,336,1028,28,1,514,4988,40,1
1264,616,997,2,0,1026,5026,0,0
943,469,974,11,0,600,4986,8,0
1836,244,985,41,6,354,5030,58,8
818,44,957,2,0,63,4970,4,0
5902,468,1022,18,0,576,4993,21,0
1095,91,1007,6,0,158,4968,11,0
1053,404,994,11,0,673,5020,24,1
778,405,1011,29,0,508,4957,39,1
685,317,988,15,0,433,5026,19,0
1477,158,1045,14,1,245,5015,21,2
360,184,1007,6,0,276,4990,7,0
3362,476,1030,24,0,908,5024,66,0
1102,162,1048,16,0,236,5037,21,0
465,176,1032,10,0,309,5019,19,1
144,74,1013,7,0,137,5010,10,1
710,375,993,11,0,507,4975,13,0
1435,240,978,19,0,365,5020,23,0
952,621,1008,24,3,766,5032,26,3
2765,511,1020,42,2,695,5019,61,4
161,81,1041,5,0,139,4978,8,0
860,81,958,1,0,131,5015,0,0
2462,329,1041,38,0,454,4968,57,0
489,171,955,5,0,316,5017,12,1
3889,510,978,31,0,865,5007,54,0
2773,218,1007,11,1,331,5019,10,1
370,134,966,13,0,241,5006,25,0
827,37,965,5,0,44,4986,7,0
401,213,1036,3,0,314,5010,3,0
3992,193,1044,18,0,343,5041,26,0
496,323,952,22,0,460,4979,31,0
551,249,970,7,0,447,5020,17,0
1336,181,1013,2,0,272,5022,5,0
2232,237,1039,22,0,421,4974,37,0
3428,539,985,18,0,979,5046,36,0
4897,363,1035,27,2,630,5014,54,5
3096,535,1011,24,0,864,4955,34,1
657,243,991,6,0,416,4967,13,0
3521,542,1025,16,0,708,4959,19,0
548,216,991,13,0,375,5041,26,0
251,177,1010,7,0,237,4960,10,0
535,69,962,3,0,108,5046,4,0
819,305,960,26,2,589,5014,36,3
77,54,1003,5,0,71,5026,7,0
1286,599,965,25,5,1089,5033,46,10
222,163,957,16,1,205,5014,22,2
2473,501,1008,55,1,699,5001,67,1
208,101,1006,4,0,188,5016,7,0
2027,351,989,29,1,503,5031,36,1
1768,301,1008,1,0,424,5027,0,0
923,353,951,33,1,654,4980,69,2
3123,425,1043,8,0,612,5040,12,0
3740,446,1043,24,0,841,4966,60,0
1546,213,1025,19,0,292,5004,24,0
155,75,959,1,0,125,5042,2,0
1528,174,993,25,1,317,4985,42,2
2303,528,960,15,0,680,4975,27,0
5750,304,1028,51,1,562,5002,89,1
789,345,1029,4,0,619,4966,4,0
959,79,1030,3,0,147,5035,6,0
1039,397,1039,20,0,777,4974,44,1
141,73,951,7,0,104,4951,11,0
1022,346,999,24,1,650,5035,50,3
482,235,961,9,1,450,4954,21,3
867,486,1039,41,0,751,4953,67,0
716,355,972,37,1,506,4985,51,1
990,161,967,12,0,237,4955,19,0
694,306,1011,14,0,607,4970,26,0
9338,703,1045,63,2,907,5026,78,3
4528,290,1011,26,0,361,5038,32,0
1161,584,987,14,0,977,4975,15,0
1219,140,1016,5,0,233,5004,10,0
4444,209,987,19,0,299,4988,30,1
1576,116,1016,14,0,183,5033,22,0
293,40,1043,0,0,79,4982,0,0
197,115,1010,6,0,160,4963,10,0
2585,257,950,10,0,375,5005,14,0
392,133,1043,4,0,263,5049,9,0
2253,113,994,8,0,186,5030,15,0
1336,171,1045,17,0,333,4970,38,1
646,320,977,29,1,433,4995,39,1
2335,270,970,3,0,407,4965,6,0
3724,328,962,10,1,418,4965,20,3
3129,310,976,18,1,441,5033,24,1
353,156,1049,15,1,233,4978,25,2
16643,606,956,26,0,1171,5041,56,0
668,342,971,40,3,541,4957,70,6
8046,364,1023,18,0,663,5037,23,1
929,293,1002,28,1,582,4952,52,2
100,57,1028,0,0,89,5038,0,0
524,90,1028,5,0,114,4968,6,0
722,67,953,10,1,124,5046,21,3
838,383,1045,6,0,526,5015,8,0
271,151,972,3,0,236,5028,1,0
4219,492,1019,14,1,912,5035,10,0
667,276,1037,9,0,434,5023,14,0
851,96,1033,4,0,162,5031,8,0
1158,192,1033,10,0,303,4971,11,0
4230,297,1025,13,0,547,4995,20,0
184,34,982,1,0,50,5040,3,0
328,205,977,21,0,280,4962,30,1
5527,267,957,3,0,400,4982,1,0
735,423,950,45,1,546,4954,60,2
9366,401,986,35,2,707,5039,61,5
364,247,1012,19,2,310,5026,21,2
2154,231,971,14,0,380,4976,21,0
